sdc_dealno,date,targetName,acquirorName,URL_found,IdentifiableIntangibleassetsI,Goodwill,totalDealValueFromFiling,TotalIIAifreportedasaggreg,InProcessRD,valuePatents,TrademarksTradenamesBrand,Technology,Workforce,Noncompeteagreements,MaintenanceSupportContracts,CustomerRelationshipscontract,Contractcontractualrights,Cashacquired,Backlog,IntellectualProperty,RoyaltyAgreement,Other,tgt_cik,origACQcik,acq_cik,acq_cik2,acq_cik3,acq_cik4,acq_cik5,RA,Notes,source,url10s_1,TargetCIK,AcquirerCIK,yearDeal,TargetIndustryGroup,AcquirorSICcode,ofOther,ofUnknown,bothGW_IIA_missing,fromRecent,hand_IIA,hand_GW,handChecked_2018
1179171,11/1/2001,MedPlus Inc,Quest Diagnostics Inc,https://www.sec.gov/Archives/edgar/data/1022079/000095011702000464/a32159.txt,.88,17,18,,,,,,,,,,,,,,,,,0001022079,,,,,,Allah,,Pre2002collect,,,,2001,Services,8071,,,1,1,.88,17,1
1179710,7/31/2001,Del Webb Corp,Pulte Homes Inc,https://www.sec.gov/Archives/edgar/data/822416/000095012401504078/k66124e10-q.htm,0,255.905,835.6559999999999,,,,,,,,,,,,,,,,,,0000769291,0000947406,0000822416,,,Alexey,,Pre2002collect,,,,2001,Manufacturing,1521,54.95,,0,1,,,0
1180696,4/30/2001,PaySys International Inc,First Data Corp,https://www.sec.gov/Archives/edgar/data/883980/000095013101502503/0000950131-01-502503.txt,39.8,92.8,136,,,,,,,,,,,,,,,,,0000883980,,,,,,Lincel,,Pre2002collect,,,,2001,Services,7389,,,0,1,,,0
1180900,12/31/2001,Ultramar Diamond Shamrock Corp,Valero Energy Corp,https://www.sec.gov/Archives/edgar/data/1009575/000095014401004587/g68042e10-k.txt,0,374.634,363.01,,,,,,,,,,,,,,,,,0001035002,,,,,,Alexey,,Pre2002collect,,,,2001,Natural Resources,2911,33.79,,0,1,,,0
1181474,11/16/2001,Telemate Net Software Inc,Verso Technologies Inc,https://www.sec.gov/Archives/edgar/data/797448/000095014402003284/0000950144-02-003284.txt,0,1.5,17.404,,,,,,,,,,,4810000,,,,,,0000797448,,,,,,Lincel,,Pre2002collect,,,,2001,Manufacturing,7372,,,0,1,,,0
1184068,8/13/2001,Healthcare.com Corp,Xcare Net Inc,http://www.sec.gov/Archives/edgar/data/1094561/0000950134-01-508186.txt,87.8,0,89.90000000000001,87800000,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0001000231,0001094561,2001,Services,7374,,,0,0,,,0
1184205,7/18/2001,SkyMall Inc,Gemstar-TV Guide Intl Inc,http://www.sec.gov/Archives/edgar/data/923282/0000898430-01-503561.txt,2,73.285,50.088,,,,2,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,0000862841,0000923282,2001,Trade,4841,,,0,0,,,0
1184260,12/6/2001,Telescan Inc,Ziasun Technologies Inc,https://www.sec.gov/Archives/edgar/data/1145124/000091205702015148/a2076780z10-k.txt,0,9.118,11.361,500000,,,,,,,,,,,,,,,0000832175,,0001085705,0001145124,,,,Alexey,,Pre2002collect,,,,2001,Manufacturing,7389,,,0,1,,,0
1186608,6/17/2002,Lands' End Inc,Sears Roebuck & Co,https://www.sec.gov/Archives/edgar/data/319256/000031925602000022/searsq210q2002.htm,725,826,1832,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0000319256,0000319256,,,,,Lincel,,Post2002collect,,,,2002,Trade,5311,,,0,1,,,0
1187553,9/20/2001,C-bridge Internet Solutions,Excelon Corp,https://www.sec.gov/Archives/edgar/data/1014955/000105821701500257/exceloncorp10q20520.htm,0,33.483,71.810939,1300000,,,,,,,,,,,,,,,,,0001014955,,,,,Alexey,,Pre2002collect,,,,2001,Manufacturing,7372,,,0,1,,,0
1187838,9/28/2001,Unigraphics Solutions Inc,Electronic Data Systems Corp,https://www.sec.gov/Archives/edgar/data/1007456/000100745601500012/edsfinalq.htm,0,0,175,,,,,,,,,,,,,,,,,0001007456,,,,,,Lincel,,Pre2002collect,,,,2001,Manufacturing,7376,,,0,1,,,0
1188285,12/3/2001,York Group Inc,Matthews International Corp,http://www.sec.gov/Archives/edgar/data/63296/0000063296-02-000011.txt,0,40,98.35045000000001,,,,,,,,,,,8940950,,,,,,,,,,,,,,2014 sample,,0001007084,0000063296,2001,Manufacturing,3364,,,0,0,,,0
1188357,10/18/2001,PictureTel Corp,Polycom Inc,http://www.sec.gov/Archives/edgar/data/1010552/000091205702008273/a2069959z10-k405.htm,92.113,292.428,412.868,,49.292,8.667999999999999,,17.428,,,,16.725,,,,,,,,,,,,,,,,2014 sample,,0000755095,0001010552,2001,Manufacturing,3661,,,0,0,,,0
1188911,11/6/2001,RoweCom Inc,Divine Inc,https://www.sec.gov/Archives/edgar/data/1097516/000091205702013081/a2074175z10-k405.htm,80.431,0,17.444,,,,,,,,,,,,,,,,,0001097516,,,,,,Allah,,Pre2002collect,,,,2001,Trade,7372,,,0,1,,,0
1189008,8/28/2001,MiniMed Inc,Medtronic Inc,https://www.sec.gov/Archives/edgar/data/64670/000089710101500810/medtronic015077_10q.txt,624.6,2602.5,3377.7,624600000,35.4,,264.7,324.5,,,,,,,,,,,,0001613103,0000064670,,,,,Alexey,,Pre2002collect,,,,2001,Manufacturing,3845,,,0,1,,,0
1189627,10/4/2001,Richton International Corp,Deere & Co,http://www.sec.gov/Archives/edgar/data/315189/0000950131-02-000859.txt,0,110,126,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000083877,0000315189,2001,Trade,3523,25.87,,0,0,,,0
1190003,9/7/2001,Minntech Corp,Cantel Medical Corp,http://www.sec.gov/Archives/edgar/data/19446/0000912057-01-536905.txt,7.705,14.609,77.90000000000001,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000724969,0000019446,2001,Manufacturing,3845,,,0,0,,,0
1190268,1/18/2002,MessageMedia Inc,DoubleClick Inc,http://www.sec.gov/Archives/edgar/data/1049480/0000950117-02-001270.txt,1.9,25.3,11.3,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,0001017829,0001049480,2002,Services,7375,17.8,,0,0,,,0
1191590,9/25/2001,Juno Online Services Inc,Netzero Inc,https://www.sec.gov/Archives/edgar/data/1142701/000091205701539775/a2063308z10-q.htm,59.8,10.244,89.7,,,,2.3,3.6,,,,53.7,,,,,,200000,.,.,.,.,.,.,.,,,2014 sample,,0001018035,0001142701,2001,Services,7375,,,0,0,,,0
1191911,8/27/2001,Remedy Corp,Peregrine Systems Inc,https://www.sec.gov/Archives/edgar/data/1031107/000091205701539082/a2063569z10-q.txt,264,714.1,1200,,86,,,53,,,,125,,,,,,,,0001031107,,,,,,Alexey,,Pre2002collect,,,,2001,Manufacturing,7372,,,0,1,,,0
1192113,10/1/2001,Galileo International Inc,Cendant Corp,https://www.sec.gov/Archives/edgar/data/723612/000100547701501980/0001005477-01-501980.txt,50,1879,1908,,,,,,,,,,,,,,,,,0000723612,,,,,,Lincel,,Pre2002collect,,,,2001,Services,6531,17.05,,0,1,,,0
1193276,7/24/2002,PhoneTel Technologies Inc,Davel Communications Inc,http://www.sec.gov/Archives/edgar/data/1072881/0000950152-02-008547.txt,19.821,17.455,9.114000000000001,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,821511,0001072881,2002,Services,4899,,,0,0,,,0
1193699,9/18/2001,Aris Corp,Ciber Inc,https://www.sec.gov/Archives/edgar/data/918581/000091205702010165/a2073225z10-k.htm,0,4.302,29.958,,,,,,,,,,,,,,,,,0000918581,,,,,,,,Pre2002collect,,,,2001,Services,7371,,,0,1,,,0
1196801,8/6/2001,SMC Corp,Monaco Coach Corp,https://www.sec.gov/Archives/edgar/data/910619/000110465901502927/j2312_10q.htm,0,33.885,24.32,,,,,,,,,,,,,,,,,,0000910619,,,,,Alexey,,Pre2002collect,,,,2001,Manufacturing,3713,41.37,,0,1,,,0
1197569,8/9/2001,Duck Head Apparel Co,Tropical Sportswear Intl Corp,https://www.sec.gov/Archives/edgar/data/1044324/000104432401500017/form10k2001.htm,13.3,.8,17.9,,,,,,,,,,,5500000,,,,,,,0001068665,0001044324,,,,Allah,,Pre2002collect,,,,2001,Manufacturing,2326,,,1,1,13.3,.8,1
1197673,11/9/2001,UroCor Inc,Dianon Systems Inc,https://www.sec.gov/Archives/edgar/data/779282/000091412102000343/di-12312001_10k.txt,8,163,202,,,,4,,,,,4,,,,,,,,,0000779282,,,,,Alexey,,Pre2002collect,,,,2001,Services,8071,,,0,1,,,0
1198667,9/3/2001,Cardiac Pathways Corp,Boston Scientific Corp,https://www.sec.gov/Archives/edgar/data/885725/000107261301501130/form10q_10877.txt,4,37,115,,,,4,,,,,,,,,,,,,0000885725,,,,,,Alexey,,Pre2002collect,,,,2001,Manufacturing,3841,,,0,1,,,0
1198708,8/14/2001,Earthgrains Co,Sara Lee Corp,https://www.sec.gov/Archives/edgar/data/23666/000094018001500554/d10q.txt,0,1574,2854,862000000,,,,,,,,,,,,,,,,0000023666,,,,,,Alexey,,Pre2002collect,,,,2001,Manufacturing,2011,37.52,,0,1,,,0
1198940,8/27/2001,Microware Systems Corp,RadiSys Corp,http://www.sec.gov/Archives/edgar/data/873044/0001025894-01-500359.txt,11.2,5.1,15,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,0001003383,0000873044,2001,Manufacturing,3577,14.43,,0,0,,,0
1200416,10/23/2001,eShare Technologies Inc,Divine Inc,https://www.sec.gov/Archives/edgar/data/1097516/000091205702013081/a2074175z10-k405.htm,28.971,7.264,40.143,,5.187,,,23.784,,,,,,,,,,,,0001097516,,,,,,Alexey,,Pre2002collect,,,,2001,Services,7372,,,0,1,,,0
1200418,12/30/2001,Anchor Gaming Inc,International Game Technology,https://www.sec.gov/Archives/edgar/data/353944/000035394402000062/k2002igt.txt,252.429,842.931,983.35,,1,166.4,41.835,10.54,,,,,32.654,,,,,,,0000353944,,,,,,,,Pre2002collect,,,,2001,Services,3999,32.39,,0,1,,,0
1200490,12/21/2001,Argosy Education Group Inc,Education Management Corp,http://www.sec.gov/Archives/edgar/data/880059/0000950132-02-000005.txt,0,60.38,83,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0001070042,0000880059,2001,Services,8299,,,0,0,,,0
1201751,12/6/2001,SCI Systems Inc,Sanmina Corp,http://www.sec.gov/Archives/edgar/data/897723/0000891618-02-000598.txt,0,4139.252,4407.207,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000087744,0000897723,2001,Manufacturing,7373,23.67,,0,0,,,0
1201861,11/13/2001,Packard BioScience Co,PerkinElmer Inc,https://www.sec.gov/Archives/edgar/data/31791/000095013502001706/b42224pee10-k.htm,237.32,438.6,761.977,,69.04000000000001,160.8,76.5,,,,,,,,,,,,,0000031791,,,,,,Allah,,Pre2002collect,,,,2001,Manufacturing,8734,5.78,,0,1,,,0
1203246,8/9/2001,NexPrise Inc,Ventro Corp,https://www.sec.gov/Archives/edgar/data/1047499/000089161801502190/f76592e10-q.htm,12.1,12.108,25.437,,,,,9.9,,,,,,,,,,2200000,,,0001047499 ,,,,,Alexey,,Pre2002collect,,,,2001,Services,7375,,100,0,1,,,0
1206936,11/7/2001,iXL Enterprises Inc,Scient Corp,http://www.sec.gov/Archives/edgar/data/1158019/000095014402003917/0000950144-02-003917.txt,33.994,0,66.03,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0001018705,0001158019,2001,Services,7371,,,0,0,,,0
1207868,10/29/2001,GenRad Inc,Teradyne Inc,http://www.sec.gov/Archives/edgar/data/97210/0000927016-02-001784.txt,44.7,141.627,191.476,,,,3.8,35.6,,,,5.3,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,0000040972,0000097210,2001,Manufacturing,3825,32.73,,0,0,,,0
1208568,11/1/2001,Total Research Corp,Harris Interactive Inc,https://www.sec.gov/Archives/edgar/data/1094238/000109423802000002/0001094238-02-000002.txt,0,49.574,71.627,,,,,,,,,,,,,,,,,,0001094238,,,,,Lincel,,Pre2002collect,,,,2001,Services,8742,,,0,1,,,0
1209898,10/9/2001,Cheap Tickets Inc,Cendant Corp,https://www.sec.gov/Archives/edgar/data/723612/000100547701501980/0001005477-01-501980.txt,0,0,313,,,,,,,,,,,27000000,,,,,,0000723612,,,,,,Lincel,,Pre2002collect,,,,2001,Services,6531,,,0,1,,,0
1211114,10/19/2001,Open Market Inc,Divine Inc,https://www.sec.gov/Archives/edgar/data/1097516/000091205702013081/a2074175z10-k405.htm,27.503,45.267,70.38500000000001,,6.256,,,21.247,,,,,,,,,,,0000926019,0001097516,,,,,,Alexey,,Pre2002collect,,,,2001,Manufacturing,7372,,,0,1,,,0
1211130,11/13/2001,Be Inc,Palm Inc,http://www.sec.gov/Archives/edgar/data/1100389/0001012870-02-000125.txt,1.58,10.57,12.15,,,,,.8,,.78,,,,,,,,,,,,,,,,,,2014 sample,,0000895921,0001100389,2001,Services,3575,,,0,0,,,0
1211174,9/5/2001,Zany Brainy Inc,Right Start Inc,http://www.sec.gov/Archives/edgar/data/878720/0000878720-01-500021.txt,.457,0,84.253,457000,,,,.4,,,,,,,,,,57000,,,,,,,,,,2014 sample,,0001082193,0000878720,2001,Trade,5641,85.48999999999999,,0,0,,,0
1216148,11/30/2001,Arnold Industries Inc,Roadway Corp,http://www.sec.gov/Archives/edgar/data/1141496/000095015202002496/0000950152-02-002496.txt,0,253.532,559.365,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,700612, 0001141496 ,2001,Services,4213,,,0,0,,,0
1217037,11/14/2001,PolyVision Corp,Steelcase Inc,https://www.sec.gov/Archives/edgar/data/1050825/000104596902000009/d10q.txt,87,50,182,,,,,,,,,,,,,,,,,,0001050825,,,,,Alexey,,Pre2002collect,,,,2001,Manufacturing,2522,56.78,,1,1,87,50,1
1217573,1/30/2002,Westvaco Corp,Mead Corp,http://www.sec.gov/Archives/edgar/data/1159297/000115929702000112/q1q14e.htm,218,340,3096,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,106498,0001159297,2002,Manufacturing,2631,,,0,0,,,0
1217609,12/27/2001,Tender Loving Care Health Svcs,e-MedSoft.com,http://www.sec.gov/Archives/edgar/data/800181/0000912057-02-006468.txt,0,155.958,20.158,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,,0000800181,2001,Services,7372,,,0,0,,,0
1219151,11/20/2001,QC Optics Inc,KLA-Tencor Corp,http://www.sec.gov/Archives/edgar/data/319201/0000891618-02-000664.txt,4,0,4,4000000,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0001017641,0000319201,2001,Manufacturing,3674,,,0,0,,,0
1219719,12/18/2001,Dynamic Healthcare Technologie,Cerner Corp,http://www.sec.gov/Archives/edgar/data/804753/0000950136-02-000898.txt,7.5,9.199999999999999,20,,,,,7.5,,,,,,,,,,,,,,,,,,,,2014 sample,,0000720481,0000804753,2001,Services,7373,,,0,0,,,0
1221905,12/5/2001,Eprise Corp,Divine Inc,https://www.sec.gov/Archives/edgar/data/1097516/000091205702013081/a2074175z10-k405.htm,4.612,0,42.351,,.6889999999999999,,,3.923,,,,,,,,,,,,0001097516,,,,,,Lincel,,Pre2002collect,,,,2001,Manufacturing,7372,,,0,1,,,0
1222795,11/28/2001,BTG Inc,Titan Corp,https://www.sec.gov/Archives/edgar/data/32258/000003225802000005/ttn10k_01.htm,9.800000000000001,126.6,136.4,9800000,,,,,,,,7.6,,,2.2,,,,,0000032258,,,,,,Alexey,,Pre2002collect,,,,2001,Services,7373,19.33,,0,1,,,0
1223262,12/12/2001,Illuminet Holdings Inc,VeriSign Inc,https://www.sec.gov/Archives/edgar/data/1014473/000101287002001292/d10k.txt,0,1000,1400,281000000,,,,,,,,,,,,,,,,0001014473,,,,,,Alexey,,Pre2002collect,,,,2001,Services,7373,,,0,1,,,0
1223483,11/7/2001,Prodigy Communications Corp,SBC Communications Inc,https://www.sec.gov/Archives/edgar/data/732717/000073271702000013/exhibit13.htm,0,589,575,,,,,,,,,,,,,,,,,0000732717,,,,,,Alexey,,Pre2002collect,,,,2001,Services,4813,,,0,1,,,0
1225230,4/5/2002,Gaylord Container Corp,Temple-Inland Inc,http://www.sec.gov/Archives/edgar/data/731939/0000950134-02-009653.txt,0,117,597,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000812700,0000731939,2002,Manufacturing,2631,92.17,,0,0,,,0
1225730,3/19/2002,IVC Industries Inc,Inverness Medical Innovations,http://www.sec.gov/Archives/edgar/data/1145460/000110465902001974/j3502_10q.htm,0,0,27.254,,,,,,,,,,,476000,,,,,,,,,,,,,,2014 sample,,916614, 0001145460 ,2002,Manufacturing,2023,,100,0,0,,,0
1227231,1/31/2002,Sarnia Corp,Bresler & Reiner Inc,http://www.sec.gov/Archives/edgar/data/14073/000092838502001972/0000928385-02-001972.txt,.828,0,20,,,,,,,,,,,,,,,828000,,,,,,,,,,2014 sample,,923021, 0000014073,2002,Services,6552,,,0,0,,,0
1230250,2/6/2002,CIDCO Inc,EarthLink Inc,http://www.sec.gov/Archives/edgar/data/1102541/000091205702020843/a2079887z10-q.htm,11.6,9.5,21.1,,,,,,,,,11.6,,,,,,,,,,,,,,,,2014 sample,,0000917639,0001102541,2002,Manufacturing,7375,,,0,0,,,0
1231245,2/22/2002,Schuler Homes Inc,DR Horton Inc,http://www.sec.gov/Archives/edgar/data/882184/0000950134-02-005626.txt,0,425.2,1811.23992476,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000883705,0000882184,2002,Manufacturing,1531,36.41,,0,0,,,0
1231297,5/14/2002,PRI Automation Inc,Brooks Automation Inc,http://www.sec.gov/Archives/edgar/data/933974/000095013502003793/b43940bae10vq.htm,113.26,305.094,545.629,,,,3.9,80.8,,.06,,28.5,,,,,,,,,,,,,,,,2014 sample,,0000927362,0000933974,2002,Services,7371,,,0,0,,,0
1231428,12/5/2001,Vysis Inc(BP PLC),Abbott Laboratories,https://www.sec.gov/Archives/edgar/data/1800/000091205702007043/a2066561z10-k405.htm,305,0,362,,143,,,162,,,,,,,,,,,,0000001800,,,,,,,,Pre2002collect,,,,2001,Manufacturing,2834,,,0,1,,,0
1233363,12/21/2001,net.Genesis Corp,SPSS Inc,http://www.sec.gov/Archives/edgar/data/869570/0000950137-02-001224.txt,7.044,11.851,43.269,,,,2.292,2.288,,,,,,,,,,2464000,,,,,,,,,,2014 sample,,0001004874,0000869570,2001,Manufacturing,7372,,,0,0,,,0
1233851,2/13/2002,NetSilicon Inc,Digi International Inc,http://www.sec.gov/Archives/edgar/data/854775/0000950137-02-003115.txt,20.8,39.115974,67.15323100000001,,3.1,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0001068885,0000854775,2002,Manufacturing,3669,,,0,0,,,0
1239417,12/27/2001,Liquent Inc,Information Holdings Inc,http://www.sec.gov/Archives/edgar/data/1063744/0000912057-02-012515.txt,6.75,25.592,41.1,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0001082456,0001063744,2001,Manufacturing,2731,,,0,0,,,0
1241798,3/20/2002,Dal-Tile International Inc,Mohawk Industries Inc,http://www.sec.gov/Archives/edgar/data/851968/0000931763-02-001536.txt,146.996,1168.286,1468.325,,,,146.996,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000906611,0000851968,2002,Manufacturing,2273,12.93,,0,0,,,0
1246266,6/6/2002,Avant! Corp,Synopsys Inc,http://www.sec.gov/Archives/edgar/data/883241/0001166063-02-000014.txt,365,344.949,1008.768,,,,17.7,184,,,,102.5,,,,,,60800000,,,,,,,,,,2014 sample,,0000943892,0000883241,2002,Manufacturing,7372,,,0,0,,,0
1247373,12/4/2001,Qorus.com Inc,Avery Communications Inc,http://www.sec.gov/Archives/edgar/data/946855/000093066102001022/d10ksb.txt,.9,2.968839,4.181208,,,,,,,,,,,,,,,900000,,,,,,,,,,2014 sample,,1095691,0000946855,2001,Services,3663,100,,0,0,,,0
1248909,4/15/2002,IKOS Systems Inc,Mentor Graphics Corp,https://www.sec.gov/Archives/edgar/data/701811/000103221002001268/d10q.htm,30.395,107.845,120.598,,12,,,16.9,,,,,,,,,,1495000,.,.,.,.,.,.,.,,,2014 sample,,0000756365,0000701811,2002,Services,7373,,,0,0,,,0
1252707,4/15/2002,Novametrix Medical Systems Inc,Respironics Inc,http://www.sec.gov/Archives/edgar/data/780434/0001021408-02-012129.txt,17.7,47.5,84.40000000000001,,,,,17.3,,.4,,,,,,,,,,,,,,,,,,2014 sample,,0000310450,0000780434,2002,Manufacturing,3845,7.15,,0,0,,,0
1252713,12/20/2001,WinStar Communications Inc,IDT Corp,http://www.sec.gov/Archives/edgar/data/1005731/0001125282-02-000868.txt,0,0,42.5,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000868797,0001005731,2001,Services,4813,,,1,0,,,0
1256620,12/17/2001,Hawaiian Natural Water Co Inc,AMCON Distributing Co,https://www.sec.gov/Archives/edgar/data/928465/000092846502000029/mar0210q.txt,3.4,0,2.9,,,,,,,,,,,,,,,,,,0000928465,,,,,Alexey,,Pre2002collect,,,,2001,Manufacturing,5141,,,1,1,3.4,0,1
1257048,11/22/2002,Budget Group Inc,Cendant Corp,https://www.sec.gov/Archives/edgar/data/723612/000104746902007621/a2084798z10-ka.htm,0,0,110,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0000723612,0000723612,,,,,Lincel,,Post2002collect,,,,2002,Services,6531,,,1,1,,,0
1259345,2/27/2002,Arguss Communications Inc,Dycom Industries Inc,http://www.sec.gov/Archives/edgar/data/67215/000095014402006452/g76811e10vq.htm,1.939,94.289,89.756,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,0000879986,0000067215,2002,Manufacturing,1731,43.55,,0,0,,,0
1259437,4/24/2002,Talarian Corp,TIBCO Software Inc,http://www.sec.gov/Archives/edgar/data/1085280/0001012870-02-002923.txt,8.699999999999999,70.798,114.513,,2.4,,.1,4.2,,,,.6,,,,,,1000000,,,,,,,,,,2014 sample,,0000857914,0001085280,2002,Manufacturing,7372,,53.34,0,0,,,0
1259880,3/21/2002,GlobalNet Inc,Titan Corp,https://www.sec.gov/Archives/edgar/data/32258/000003225802000024/ttn10q102.htm,0,47.8,28.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0000032258,0000032258,,,,,Lincel,,Post2002collect,,,,2002,Services,7373,,,0,1,,,0
1263325,3/26/2002,Proxim Inc,Western Multiplex Corp,https://www.sec.gov/Archives/edgar/data/1112263/000089161802002339/f81641e10-q.htm,37.798,77.182,172.589,,4.536,3.21,0,30.052,0,0,0,0,0,0,0,0,0,0,,,0001112263,,,,,Lincel,,Post2002collect,,,,2002,Manufacturing,3669,,,0,1,,,0
1265427,4/9/2002,Momentum Business Applications,PeopleSoft Inc,https://www.sec.gov/Archives/edgar/data/875570/000089161802002251/f81458e10-q.htm,29.5,.2,90,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0000875570,0000875570,,,,,Lincel,,Post2002collect,,,,2002,Manufacturing,7372,,,1,1,29.5,.2,1
1266867,4/17/2002,Crossmann Communities Inc,Beazer Homes USA Inc,http://www.sec.gov/Archives/edgar/data/915840/000110465902004193/j4196_10q.htm,0,236.107,511.906,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,911644,0000915840,2002,Manufacturing,1531,18.31,,0,0,,,0
1270146,7/1/2002,Ivex Packaging Corp,Alcoa Inc,https://www.sec.gov/Archives/edgar/data/4281/000102140802012774/d10q.txt,0,450,915,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0000004281,0000004281,,,,,Lincel,,Post2002collect,,,,2002,Manufacturing,3356,,,0,1,,,0
1271001,5/24/2002,Promotions.com Inc,iVillage Inc,https://www.sec.gov/Archives/edgar/data/1074767/000112528202002518/b319806_10q.txt,0,5,14.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0001074767,0001074767,,,,,Lincel,,Post2002collect,,,,2002,Services,7375,,,0,1,,,0
1271301,6/24/2002,ONI Systems Corp,CIENA Corp,http://www.sec.gov/Archives/edgar/data/936395/000095013302003077/w63443e10vq.htm,15.1,587.023,978.159,,,,,13,,1,,,,,,,,1100000,,,,,,,,,,2014 sample,,1107067,0000936395,2002,Manufacturing,3661,,,0,0,,,0
1272286,5/14/2002,OTG Software Inc,Legato Systems Inc,http://www.sec.gov/Archives/edgar/data/859360/000101287002003498/d10q.htm,55.2,252.251,382.542,,33.2,,,13.7,,,,8.300000000000001,,,,,,,,,,,,,,,,2014 sample,,0001101757,0000859360,2002,Manufacturing,7372,,,0,0,,,0
1272443,12/11/2002,TRW Inc,Northrop Grumman Corp,http://www.sec.gov/Archives/edgar/data/1133421/0000898430-03-002012.txt,1032,7410,12500,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,0000100030,0001133421,2002,Manufacturing,3812,,,0,0,,,0
1275323,5/5/2002,Fusion Medical Technologies,Baxter International Inc,https://www.sec.gov/Archives/edgar/data/10456/000095013102002977/d10q.txt,153,16,161,,51,0,0,88,0,0,0,0,0,0,0,0,0,14000000,,0000010456,0000010456,,,,,Lincel,,Post2002collect,,,,2002,Manufacturing,3841,,,0,1,,,0
1278255,5/14/2002,Elantec Semiconductor Inc,Intersil Corp,https://www.sec.gov/Archives/edgar/data/1096325/000102140802010522/d10q.htm,66.2,1075.8,1365.3,,53.8,0,0,12.4,0,0,0,0,0,0,0,0,0,0,,0001096325,0001096325,,,,,Lincel,,Post2002collect,,,,2002,Manufacturing,3674,,,0,1,,,0
1280567,5/14/2002,Mechanical Dynamics Inc,MSC Software Corp,http://www.sec.gov/Archives/edgar/data/717238/0000912057-02-032101.txt,56.38,76.70099999999999,131.295,,2.17,,,31.11,,,,,,,,,,23100000,.,.,.,.,.,.,.,,,2014 sample,,0001011451,0000717238,2002,Manufacturing,7372,,,0,0,,,0
1283650,10/4/2002,Truetime Inc,Symmetricom Inc,https://www.sec.gov/Archives/edgar/data/82628/000101287003000582/d10q.htm,3.165,3.13,22.745,,.405,0,0,2.76,0,0,0,0,0,0,0,0,0,0,,0000082628,0000082628,,,,,Lincel,,Post2002collect,,,,2002,Manufacturing,3661,,,0,1,,,0
1283980,6/3/2002,Trendwest Resorts,Cendant Corp,https://www.sec.gov/Archives/edgar/data/723612/000091205702032085/a2087335z10-q.txt,24,703,936,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0000723612,0000723612,,,,,Lincel,,Post2002collect,,,,2002,Services,6531,7.5,,0,1,,,0
1284207,2/27/2003,Unilab Corp,Quest Diagnostics Inc,http://www.sec.gov/Archives/edgar/data/1022079/0000950117-03-001797.txt,0,730.143,697.415,,,,,,,,,,,,,,,,.,.,.,.,.,.,.,,,2014 sample,,0000899714,0001022079,2003,Services,8071,22.58,,0,0,,,0
1284225,9/4/2002,iGo Corp,Mobility Electronics Inc,http://www.sec.gov/Archives/edgar/data/1075656/0000950134-02-014380.txt,.411,4.605,7.637,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,1073773,0001075656,2002,Services,3577,17.8,,0,0,,,0
1284604,6/14/2002,ONTRACK Data International,Kroll Inc,http://www.sec.gov/Archives/edgar/data/1020476/0000922423-02-000891.txt,6.5,95.18300000000001,153.919,,,,,,,,,,,,,,,,,,,,,,,,,2014 sample,,1022703,0001020476,2002,Services,8748,,,0,0,,,0
